lat,long,date,lcc
3.120885,35.61957,4/9/2021,"Open forest, unknown"
-0.889655,38.077671,4/2/2021,Cultivated and managed vegetation/agriculture (cropland)
0.102871,37.213633,1/26/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.509479,38.071963,2/5/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.422852,38.086685,4/4/2021,Cultivated and managed vegetation/agriculture (cropland)
0.036502,36.364017,1/15/2021,Urban / built up
1.954303,36.041427,3/12/2021,"Open forest, unknown"
-3.513075,39.84495,2/7/2021,"Open forest, unknown"
3.94132,41.183288,2/28/2021,"Open forest, unknown"
2.899541,35.281056,7/2/2020,"Open forest, unknown"
3.47261,39.3042,2/1/2021,Cultivated and managed vegetation/agriculture (cropland)
3.995381,37.272612,2/17/2021,Urban / built up
-1.418928,38.113691,2/11/2021,"Open forest, unknown"
-0.291461,37.770903,2/10/2021,Cultivated and managed vegetation/agriculture (cropland)
2.117632,36.154029,3/13/2021,"Open forest, unknown"
1.978236,36.062321,4/9/2021,"Open forest, unknown"
-2.063906,38.18403,1/1/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.237061,38.062131,2/6/2021,Cultivated and managed vegetation/agriculture (cropland)
0.229188,37.841175,1/27/2021,Cultivated and managed vegetation/agriculture (cropland)
0.766275,36.427503,2/26/2021,"Open forest, unknown"
0.757207,36.440481,1/6/2021,"Open forest, unknown"
-1.368217,37.697426,4/23/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.308003,37.449385,2/16/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.182432,36.127406,4/9/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.368326,38.00339,9/30/2020,Urban / built up
-0.719132,37.661047,3/31/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.707867,37.794761,3/24/2021,Cultivated and managed vegetation/agriculture (cropland)
4.20463,34.359054,1/21/2021,Urban / built up
3.357492,39.419983,2/17/2021,Urban / built up
-1.294471,37.347456,2/27/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.206465,38.181147,1/22/2021,"Open forest, unknown"
4.205398,34.358547,3/20/2021,Urban / built up
1.976238,36.065777,3/23/2021,"Open forest, unknown"
3.111024,35.617883,2/27/2021,Urban / built up
-0.107822,37.670637,2/1/2021,Cultivated and managed vegetation/agriculture (cropland)
0.962773,38.536279,2/25/2021,Urban / built up
-0.682123,38.398866,1/24/2021,Cultivated and managed vegetation/agriculture (cropland)
0.093572,37.172155,2/25/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.229276,38.055341,1/22/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.797591,36.213595,4/6/2021,Cultivated and managed vegetation/agriculture (cropland)
0.013824,37.082275,4/21/2021,Urban / built up
-1.21332,38.190659,3/7/2021,"Open forest, unknown"
0.244046,36.414243,1/18/2021,Cultivated and managed vegetation/agriculture (cropland)
0.187176,37.463745,3/8/2021,Cultivated and managed vegetation/agriculture (cropland)
3.612127,37.348583,1/2/2021,Urban / built up
-0.598129,36.131406,4/6/2021,Urban / built up
-3.142085,40.12719,1/19/2021,Cultivated and managed vegetation/agriculture (cropland)
-3.76133,39.647546,3/22/2021,"Open forest, unknown"
2.326957,37.991685,4/19/2021,Urban / built up
3.130159,37.427286,2/23/2021,Urban / built up
-0.252175,37.63208,3/12/2021,Cultivated and managed vegetation/agriculture (cropland)
0.035929,36.354737,2/6/2021,Urban / built up
1.744666,40.048499,12/24/2020,Urban / built up
-0.27617,37.762598,2/12/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.171042,36.831588,2/27/2021,Urban / built up
0.038151,36.381474,3/30/2021,Urban / built up
-0.45334,39.642827,2/26/2021,Urban / built up
3.423739,39.294085,2/1/2021,"Open forest, unknown"
1.750118,40.043259,2/2/2021,Urban / built up
3.935645,41.280353,3/25/2021,"Open forest, unknown"
-1.295822,38.192403,2/16/2021,"Open forest, unknown"
2.335607,37.984561,2/2/2021,Urban / built up
3.50528,38.750836,3/2/2021,Urban / built up
-0.690799,37.362924,2/12/2021,Cultivated and managed vegetation/agriculture (cropland)
0.418132,35.786817,4/14/2021,Cultivated and managed vegetation/agriculture (cropland)
2.10661,36.922716,6/22/2020,"Open forest, unknown"
-0.343352,38.013544,3/28/2021,Cultivated and managed vegetation/agriculture (cropland)
3.12834,37.425883,3/17/2021,Urban / built up
3.117996,35.686853,3/22/2021,"Open forest, unknown"
3.612797,38.546677,2/24/2021,"Open forest, unknown"
1.989096,37.928079,1/28/2021,Urban / built up
0.863283,36.533267,4/6/2021,"Open forest, unknown"
3.120439,35.598631,5/30/2020,Urban / built up
1.750251,40.041039,3/4/2021,Urban / built up
0.398129,36.30855,12/31/2020,"Open forest, unknown"
-0.232274,38.247257,4/7/2021,Urban / built up
-0.611698,38.118702,3/10/2021,Cultivated and managed vegetation/agriculture (cropland)
2.13479,35.496847,2/4/2021,Urban / built up
0.349874,35.935123,5/29/2020,"Open forest, unknown"
-0.521619,37.361962,3/2/2021,Cultivated and managed vegetation/agriculture (cropland)
2.325355,37.986948,4/12/2021,Urban / built up
1.976613,36.073174,1/28/2021,"Open forest, unknown"
3.524599,39.039911,1/21/2021,"Open forest, unknown"
0.795711,36.591707,2/7/2021,"Open forest, unknown"
-0.361622,37.60986,1/29/2021,Cultivated and managed vegetation/agriculture (cropland)
0.348044,37.586727,2/18/2021,Urban / built up
4.20911,34.358896,4/6/2021,"Open forest, unknown"
-1.325924,38.05376,1/27/2021,Cultivated and managed vegetation/agriculture (cropland)
-2.062811,38.179539,2/22/2021,Urban / built up
0.354372,37.582868,2/9/2021,Urban / built up
-1.060443,37.500644,3/15/2021,Cultivated and managed vegetation/agriculture (cropland)
0.362215,37.583973,2/5/2021,Urban / built up
3.476485,39.103226,1/28/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.366728,38.0067,3/30/2021,Urban / built up
-0.287809,36.124851,4/2/2021,Urban / built up
-0.278204,37.812456,2/22/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.4586,39.641129,3/17/2021,Urban / built up
0.609489,35.801165,4/13/2021,"Open forest, unknown"
-2.899508,40.050765,1/16/2021,"Open forest, unknown"
3.113239,35.597449,1/29/2021,"Open forest, unknown"
-1.440086,37.939989,2/4/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.517036,37.27056,1/18/2021,Urban / built up
3.533664,35.861998,4/16/2021,Urban / built up
3.119032,37.415965,6/22/2020,"Open forest, unknown"
0.118713,37.513065,2/25/2021,Cultivated and managed vegetation/agriculture (cropland)
0.011171,37.076993,1/22/2021,Urban / built up
0.355158,37.561198,1/18/2021,Cultivated and managed vegetation/agriculture (cropland)
1.748851,40.058248,3/19/2021,Urban / built up
-1.035082,38.01464,3/9/2021,Cultivated and managed vegetation/agriculture (cropland)
3.108708,35.600212,3/14/2021,Urban / built up
1.742341,40.046755,3/10/2021,Urban / built up
1.763928,40.057272,1/25/2021,"Open forest, unknown"
3.124837,35.613187,3/29/2021,Urban / built up
3.121769,35.621758,2/26/2021,Urban / built up
3.47044,39.239482,1/21/2021,Cultivated and managed vegetation/agriculture (cropland)
3.112135,35.605375,2/28/2021,Urban / built up
-1.118358,37.558403,3/25/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.149976,35.681198,3/22/2021,Cultivated and managed vegetation/agriculture (cropland)
0.000798,37.05046,12/29/2020,Urban / built up
4.207679,34.363776,4/1/2021,"Open forest, unknown"
-1.15903,39.953338,7/28/2020,"Open forest, unknown"
-3.589063,39.828134,2/13/2021,"Open forest, unknown"
-3.402197,38.559099,3/16/2021,"Open forest, unknown"
2.341692,37.975736,1/30/2021,Urban / built up
1.741755,37.313957,12/7/2020,"Open forest, unknown"
1.74236,40.046674,2/1/2021,Urban / built up
-3.745389,39.566186,3/13/2021,"Open forest, unknown"
0.352286,37.559753,2/15/2021,Urban / built up
0.710195,35.509169,5/28/2020,"Open forest, unknown"
-2.174802,38.096749,2/11/2021,Cultivated and managed vegetation/agriculture (cropland)
0.492306,35.740556,5/28/2020,Urban / built up
-0.099388,38.021822,2/10/2021,Cultivated and managed vegetation/agriculture (cropland)
2.808449,40.931074,5/29/2020,Urban / built up
0.60357,37.245363,1/5/2021,Urban / built up
3.995117,37.272977,3/23/2021,Urban / built up
3.123643,35.61643,2/23/2021,"Open forest, unknown"
-1.515583,37.262021,1/22/2021,Urban / built up
3.524622,39.069553,4/12/2021,Urban / built up
0.057461,37.160812,3/27/2021,Cultivated and managed vegetation/agriculture (cropland)
0.798381,36.413881,2/25/2021,"Open forest, unknown"
-0.997573,37.937738,1/22/2021,Cultivated and managed vegetation/agriculture (cropland)
1.947767,36.039728,3/6/2021,"Open forest, unknown"
1.749043,40.058215,2/4/2021,Urban / built up
2.335272,37.999173,4/10/2021,Urban / built up
1.977933,36.101233,3/12/2021,"Open forest, unknown"
-0.315013,37.855583,2/27/2021,Cultivated and managed vegetation/agriculture (cropland)
0.519131,35.757591,3/31/2021,"Open forest, unknown"
-1.54292,38.006652,1/24/2021,Cultivated and managed vegetation/agriculture (cropland)
3.237849,37.050766,1/7/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.846147,38.049143,2/4/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.100409,38.016756,3/17/2021,Cultivated and managed vegetation/agriculture (cropland)
0.460715,35.685619,4/5/2021,"Open forest, unknown"
1.97381,36.05972,2/11/2021,"Open forest, unknown"
-0.249983,35.795922,4/3/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.89836,38.132078,2/14/2021,Cultivated and managed vegetation/agriculture (cropland)
0.767694,36.403492,2/19/2021,"Open forest, unknown"
0.325105,37.572044,4/13/2021,Cultivated and managed vegetation/agriculture (cropland)
3.995464,37.272558,4/21/2021,Urban / built up
3.466147,39.242221,3/26/2021,Cultivated and managed vegetation/agriculture (cropland)
1.067482,38.668167,4/7/2021,Urban / built up
1.974571,36.072274,3/22/2021,"Open forest, unknown"
-1.491586,37.943989,2/26/2021,Cultivated and managed vegetation/agriculture (cropland)
0.767318,36.434962,2/17/2021,"Open forest, unknown"
-1.043797,37.891393,4/9/2021,Cultivated and managed vegetation/agriculture (cropland)
2.516898,36.246135,3/7/2021,"Open forest, unknown"
2.359598,37.998257,12/12/2020,Cultivated and managed vegetation/agriculture (cropland)
0.368011,37.583349,1/29/2021,Urban / built up
1.951686,36.028293,2/13/2021,Urban / built up
-2.415564,40.199782,2/1/2021,"Open forest, unknown"
2.333851,38.001032,7/13/2020,Cultivated and managed vegetation/agriculture (cropland)
-1.106915,38.041142,4/6/2021,Cultivated and managed vegetation/agriculture (cropland)
3.609725,38.543548,2/24/2021,"Open forest, unknown"
-3.037945,40.07547,3/15/2021,"Open forest, unknown"
2.243183,37.99899,4/2/2021,Cultivated and managed vegetation/agriculture (cropland)
3.397796,40.224361,1/15/2021,Urban / built up
3.594558,38.63787,1/31/2021,"Open forest, unknown"
-0.358527,37.72771,2/7/2021,Cultivated and managed vegetation/agriculture (cropland)
0.072908,37.64825,2/25/2021,Urban / built up
0.354198,37.560285,2/25/2021,Urban / built up
-2.31816,40.396892,2/25/2021,"Open forest, unknown"
0.008922,35.590013,3/19/2021,Cultivated and managed vegetation/agriculture (cropland)
4.111432,40.869978,2/6/2021,Urban / built up
-0.464239,37.645934,2/16/2021,Cultivated and managed vegetation/agriculture (cropland)
0.748665,36.539345,1/12/2021,"Open forest, unknown"
2.117474,36.153997,3/12/2021,"Open forest, unknown"
0.129393,37.718009,2/2/2021,Cultivated and managed vegetation/agriculture (cropland)
2.334832,37.978063,2/3/2021,"Open forest, unknown"
0.243721,36.397702,1/12/2021,"Open forest, unknown"
-1.454205,38.174093,2/4/2021,"Open forest, unknown"
-3.247493,40.123917,2/12/2021,Urban / built up
-0.923992,38.050104,3/12/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.26108,37.669709,1/19/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.512587,37.74607,12/28/2020,Cultivated and managed vegetation/agriculture (cropland)
0.585436,36.010965,2/19/2021,"Open forest, unknown"
0.8934,36.55019,2/5/2021,"Open forest, unknown"
-1.026745,37.598107,3/13/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.368647,38.002908,1/22/2021,Urban / built up
-0.54984,38.212315,3/30/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.128612,38.052336,2/22/2021,Cultivated and managed vegetation/agriculture (cropland)
-2.680749,40.107986,12/30/2020,"Open forest, unknown"
2.211059,37.88005,4/12/2021,"Open forest, unknown"
-3.807013,39.753789,3/12/2021,"Open forest, unknown"
0.306043,36.350656,3/19/2021,"Open forest, unknown"
0.058116,40.308504,7/3/2020,Urban / built up
-1.795406,38.426779,1/13/2021,Cultivated and managed vegetation/agriculture (cropland)
0.230085,37.534886,1/28/2021,Cultivated and managed vegetation/agriculture (cropland)
3.576967,38.655613,2/1/2021,"Open forest, unknown"
-3.244578,39.992114,3/11/2021,"Open forest, unknown"
-0.487364,36.321483,4/1/2021,Cultivated and managed vegetation/agriculture (cropland)
0.117502,37.125448,1/1/2021,Cultivated and managed vegetation/agriculture (cropland)
0.038289,36.379871,3/31/2021,Urban / built up
0.49201,35.745716,3/3/2021,"Open forest, unknown"
-0.261726,37.670389,3/20/2021,Cultivated and managed vegetation/agriculture (cropland)
0.569861,35.689506,4/11/2021,"Open forest, unknown"
4.20231,34.382774,4/9/2021,"Open forest, unknown"
-0.439162,39.637461,1/20/2021,Urban / built up
1.837947,35.480142,4/6/2021,Urban / built up
0.089292,37.35082,4/14/2021,Cultivated and managed vegetation/agriculture (cropland)
3.568516,38.645838,4/13/2021,"Open forest, unknown"
-0.284103,37.817624,1/15/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.577614,38.151106,3/9/2021,Cultivated and managed vegetation/agriculture (cropland)
0.042158,37.667295,1/15/2021,Urban / built up
-3.509234,38.311748,2/11/2021,"Open forest, unknown"
3.457924,39.289812,1/18/2021,"Open forest, unknown"
-3.515817,38.558646,2/11/2021,"Open forest, unknown"
3.357805,39.418969,12/30/2020,Urban / built up
3.398363,40.22464,1/25/2021,Urban / built up
-1.174522,38.092215,3/5/2021,Cultivated and managed vegetation/agriculture (cropland)
-3.041077,40.073232,3/15/2021,"Open forest, unknown"
3.154163,39.251705,2/4/2021,Urban / built up
2.303953,37.92796,6/4/2020,"Open forest, unknown"
-0.218991,37.713856,2/3/2021,Cultivated and managed vegetation/agriculture (cropland)
0.003168,38.00799,3/8/2021,Cultivated and managed vegetation/agriculture (cropland)
0.772504,36.407421,3/1/2021,"Open forest, unknown"
-3.390058,37.675778,2/17/2021,Urban / built up
3.15408,39.251728,2/4/2021,Urban / built up
3.118105,35.596117,3/30/2021,Urban / built up
0.07239,37.1678,1/28/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.159746,36.163431,3/23/2021,"Open forest, unknown"
0.474922,35.85237,3/19/2021,"Open forest, unknown"
0.855479,38.489099,2/15/2021,"Open forest, unknown"
0.634005,35.462957,5/28/2020,Cultivated and managed vegetation/agriculture (cropland)
3.995389,37.273181,3/3/2021,Urban / built up
2.212094,37.974326,3/7/2021,"Open forest, unknown"
2.368688,38.023958,5/26/2020,Cultivated and managed vegetation/agriculture (cropland)
-1.515084,37.261867,1/22/2021,"Open forest, unknown"
-0.095402,35.684899,4/13/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.263981,36.205337,4/14/2021,"Open forest, unknown"
-2.360538,40.678932,2/21/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.933151,38.046307,1/18/2021,Cultivated and managed vegetation/agriculture (cropland)
3.513457,39.030499,6/4/2020,"Open forest, unknown"
-0.275525,37.660297,3/24/2021,Urban / built up
3.423958,39.879558,12/15/2020,Urban / built up
3.512751,38.972499,3/25/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.63411,38.028988,2/11/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.393694,37.658542,1/31/2021,Cultivated and managed vegetation/agriculture (cropland)
0.623943,36.985434,12/21/2020,Urban / built up
0.343483,37.579416,4/15/2021,"Open forest, unknown"
-3.000767,40.068463,3/23/2021,"Open forest, unknown"
3.565327,38.645555,1/14/2021,Urban / built up
-1.318556,37.325652,2/16/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.481054,39.653701,2/23/2021,Urban / built up
4.205989,34.348125,3/30/2021,"Open forest, unknown"
-1.292772,38.180612,2/16/2021,"Open forest, unknown"
1.92614,35.363728,4/3/2021,"Open forest, unknown"
2.08166,36.169511,8/8/2020,"Open forest, unknown"
-1.479802,37.30307,2/22/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.925345,37.784559,2/10/2021,Cultivated and managed vegetation/agriculture (cropland)
3.515764,38.979334,1/20/2021,Cultivated and managed vegetation/agriculture (cropland)
0.860202,38.394346,1/22/2021,"Open forest, unknown"
2.140773,36.919313,3/30/2021,Cultivated and managed vegetation/agriculture (cropland)
0.149626,37.728922,2/18/2021,"Open forest, unknown"
1.742829,40.060781,1/24/2021,Urban / built up
0.354637,37.583423,2/4/2021,Urban / built up
3.98632,35.480641,4/11/2021,Urban / built up
0.094284,37.167809,2/23/2021,Cultivated and managed vegetation/agriculture (cropland)
-0.534333,38.233533,2/8/2021,Cultivated and managed vegetation/agriculture (cropland)
-3.725519,39.656111,3/10/2021,"Open forest, unknown"
-0.54477,38.213378,3/25/2021,Cultivated and managed vegetation/agriculture (cropland)
-3.107876,40.110128,3/24/2021,"Open forest, unknown"
2.16182,36.982765,1/1/2021,"Open forest, unknown"
0.255968,35.826277,4/4/2021,"Open forest, unknown"
-1.597698,40.062931,3/2/2021,"Open forest, unknown"
3.471012,39.311784,1/14/2021,"Open forest, unknown"
-0.171277,38.215106,1/22/2021,Cultivated and managed vegetation/agriculture (cropland)
-1.803385,37.940499,2/2/2021,"Open forest, unknown"
2.214454,36.910649,1/19/2021,"Open forest, unknown"
-0.764867,37.68322,2/12/2021,Cultivated and managed vegetation/agriculture (cropland)
1.022645,34.9994,4/1/2021,Urban / built up
3.108422,35.60686,3/16/2021,Urban / built up
2.107709,36.169206,3/5/2021,"Open forest, unknown"
0.015281,37.69085,2/17/2021,Cultivated and managed vegetation/agriculture (cropland)
3.321273,37.068208,6/9/2020,Urban / built up
1.089958,36.622925,1/1/2021,"Open forest, unknown"
0.963079,38.536287,3/3/2021,Urban / built up
-0.30942,38.215877,1/23/2021,Urban / built up
-0.369548,37.624669,2/24/2021,Urban / built up
0.229862,37.803558,3/25/2021,Cultivated and managed vegetation/agriculture (cropland)
